title,keywords
Delirium Around the World: Performing An International Point Prevalence Study Increases Awareness for Delirium,"delirium, prevalence, awareness, international"
Population-based validation of a frailty index using electronic regional healthcare records for public health use,"frailty index, healthcare records, public health, population-based"
Preventing delirium in older people,"delirium, anziani, prevenzione"
"One-Year Mortality in Hospitalized, Frail Older Adults with Atrial Fibrillation on Oral Anticoagulant Therapy: Impact of Stroke and Bleeding Events: C. Okoye et al.","mortalità, anziani fragili, fibrillazione atriale, anticoagulanti"
Factors associated with hospitalization from a geriatric short-stay unit (OBI-GER): a retrospective cohort study,"hospitalization, geriatric, short-stay, cohort"
"Effect of infections, DNA methylation and telomere length on frailty trajectories in hospitalized older patients: the INFRAGEN study protocol","infezioni, metilazione del DNA, lunghezza dei telomeri, fragilità"
The FT3/FT4 Ratio as a Metabolic Marker of Frailty and Prognosis in Older Adults with Heart Failure,"FT3/FT4 Ratio, metabolic marker, frailty, heart failure"
Exploring the correlations of lung ultrasound with delirium and other clinical outcomes in older patients with respiratory failure admitted in acute geriatric units (ECO-AGE …,"ultrasuoni polmonari, delirium, esiti clinici, pazienti anziani"
Incidence and risk factors for falls among nursing home residents in Italy: a retrospective cohort study,"cadute, fattori di rischio, residenti, case di cura"
P121 What remains of long COVID after four years from hospitalization for severe COVID pneumonia,"long COVID, hospitalization, severe pneumonia, four years"
Frailty and cardiovascular safety of JAK inhibitors versus TNF inhibitors in rheumatoid arthritis: a real-world comparative study of drug effects and patient profiles,"frailty, JAK inhibitors, TNF inhibitors, rheumatoid arthritis"
Mitochondrial dysfunction as a biomarker of frailty: The FRAMITO study protocol,"mitochondrial dysfunction, biomarker, frailty, FRAMITO"
Blood biomarkers of Alzheimer’s disease and 12-year muscle strength trajectories in community-dwelling older adults: a cohort study,"biomarcatori, Alzheimer, forza muscolare, anziani"
ASSOCIATION OF ORTHOSTATIC BP CHANGES WITH ECHOCARDIOGRAPHIC VARIABLES IN ELDERLY HYPERTENSIVE PATIENTS,"ortostatico, pressione sanguigna, anziani, ipertensione"
Short-term cognitive and functional decline in older patients undergoing elective cardiac surgery: preliminary results of a longitudinal study: Selected Abstract–Spring Meeting …,"cognitive decline, functional decline, cardiac surgery, older patients"
Clinical outcomes of early post-discharge cardio-geriatric ambulatory care in frail patients after acute heart failure. A controlled before-and-after study: Selected Abstract …,"cardio-geriatric care, acute heart failure, frail patients, clinical outcomes"
Corrigendum to “Implementing Occupational Therapy into an Acute Geriatric Ward: Effects on Patients' Functional Status at Discharge”[J Frailty Aging 13 (2024) 307-12],"Terapia Occupazionale, Reparto Geriatrico, Stato Funzionale, Dimissione"
Epidemiology and assessments of delirium in nursing homes and rehabilitation facilities: a cross-country perspective,"epidemiology, delirium, nursing homes, rehabilitation facilities"
Cognitive frailty: a useful concept or a source of confusion? Insights from a survey of European geriatricians,"cognitive frailty, geriatricians, survey, Europe"
Transcriptomic Profile of Human Osteoblast-like Cells Grown on Trabecular Titanium,"transcriptomic profile, osteoblast-like cells, trabecular titanium"
Outcomes of early post-discharge cardio-geriatric care in frail patients after acute heart failure: a before-and-after study,"cardio-geriatric care, frail patients, acute heart failure, post-discharge outcomes"
Dysphagia and geriatric syndromes in older patients admitted to an intermediate care unit: prospective observational study,"dysphagia, sindromi geriatriche, pazienti anziani, unità di cura intermedia"
Stepwise functional brain architecture correlates with atrophy in progressive supranuclear palsy,"brain architecture, atrophy, progressive supranuclear palsy"
Controlling nutritional status score and geriatric nutritional risk index as a predictor of mortality and hospitalization risk in hospitalized older adults,"nutritional status, geriatric risk, mortality, hospitalization"
Deprescribing psychoactive drugs in older orthogeriatric patients: findings from the GIOG2. 0 Italian survey,"deprescribing, psychoactive drugs, orthogeriatric patients, Italian survey"
Neurofilament-Light Chain and Glial Fibrillary Acidic Protein as Blood-Based Delirium Risk Markers: A Multicohort Study,"Neurofilamenti, Delirium, Marker, Proteina"
"Correction to: Deprescribing psychoactive drugs in older orthogeriatric patients: findings from the GIOG2. 0 Italian survey (BMC Geriatrics,(2025), 25, 1,(138), 10.1186/s12877 …","deprescribing, psychoactive drugs, orthogeriatric patients, Italian survey"
"The perceptions of European geriatricians on the co-occurrence and links between dementia, delirium and frailty","geriatricians, dementia, delirium, frailty"
EE305 Socio-Economic Burden of Alzheimer's Disease in Italy: A Multicenter Cost of Illness Study,"Alzheimer, onere socio-economico, Italia, costo malattia"
BLOOD BIOMARKERS OF ALZHEIMER’S DISEASE AND MUSCLE STRENGTH TRAJECTORIES IN COMMUNITY-DWELLING OLDER ADULTS,"biomarcatori, Alzheimer, forza muscolare, anziani"
“Continu‐A‐Mente”: continuity of care between hospital and community for people living withdementia and their caregiver with Tailored Activity Program,"continuity of care, dementia, caregiver, Tailored Activity Program"
ASSOCIATION BETWEEN SERUM BIOMARKERS OF ALZHEIMER’S DISEASE AND “DUAL DECLINE” IN COGNITIVE AND MOTOR FUNCTIONS,"biomarkers, Alzheimer, cognitive functions, motor functions"
Older patients affected by COVID-19: investigating the existence of biological phenotypes,"older patients, COVID-19, biological phenotypes"
Real‐World Use of Trazodone in Older Persons in Long Term Care Setting: A Retrospective Study,"Trazodone, anziani, cura a lungo termine, studio retrospettivo"
Delirium and frailty in older adults: Clinical overlap and biological underpinnings,"delirium, frailty, older adults, biological underpinnings"
"Impairment of renal and hematopoietic stem/progenitor cell compartments in frailty syndrome: link with oxidative stress, plasma cytokine profiles, and nuclear DNA damage","frailty syndrome, ossidativo stress, citosine plasmatiche, danno DNA nucleare"
World delirium awareness and quality survey in 2023—a worldwide point prevalence study,"delirium, awareness, prevalence, survey"
Delirium Incidence and Predictors in SARS-CoV-2 Vaccinated Residents in Long-Term Care Facilities (LTCF): Insights from the GeroCovid Vax Study,"delirium, SARS-CoV-2, vaccinated, LTCF"
Delirium and risk of incident cardiovascular events in elderly: data from a global health research network,"delirium, cardiovascular events, elderly, global health"
Delirium prevalence and delirium literacy across Italian hospital wards: a secondary analysis of data from the World Delirium Awareness Day 2023,"delirium, prevalenza, ospedali, consapevolezza"
Delirium in nursing home residents: is there a role of antidepressants? A cross sectional study,"delirium, nursing home, antidepressants, cross sectional"
Frailty and ethics at the end of life: The importance of a comprehensive assessment,"frailty, ethics, end of life, assessment"
Implementing occupational therapy into an acute geriatric ward: effects on Patients' functional status at discharge,"occupational therapy, geriatric ward, functional status, patients"
"“Continu-A-mente"": continuity of care between hospital and community for people living with dementia and their caregiver with tailored activity program","continuity of care, dementia, caregiver, activity program"
A world-wide study on delirium assessments and presence of protocols,"delirium, assessments, protocols"
Atrial fibrillation accelerates functional decline in older adults: a 15-year follow-up population-based study,"fibrillazione atriale, declino funzionale, adulti anziani, follow-up"
Diagnostic Accuracy of the Recognizing Acute Delirium as Part of Your Routine (RADAR) Scale for Delirium Assessment in Hospitalized Older Adults: A Cross-Sectional Study,"delirium, diagnostic accuracy, RADAR scale, anziani"
P-115 Characteristics of long COVID after two years of follow-up in a previously hospitalized population,"long COVID, follow-up, hospitalized, characteristics"
Interventions to prevent and treat delirium: An umbrella review of randomized controlled trials,"delirium, interventions, randomized trials, review"
Drug–Drug Interactions of Hydroxychloroquine and Chloroquine in Older Patients with COVID-19 during the First Pandemic Waves: The GeroCovid Observational Study,"interazioni farmacologiche, idroclorochina, clorochina, COVID-19"
